customer_id,last_purchase_date,frequency,monetary,recency,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score,Customer_Type
13872.0,2010-06-30 15:35:00,3,919.57,527,1,3,3,133,7,Needs Attention
13873.0,2011-08-12 10:08:00,8,1038.92,120,3,4,3,343,10,Loyal Customer
13874.0,2010-12-16 18:20:00,7,2049.15,358,2,4,4,244,10,Loyal Customer
13875.0,2011-10-17 09:36:00,14,4814.37,54,4,5,5,455,14,Top Customer
13876.0,2011-10-07 10:22:00,1,122.7,64,3,1,1,311,5,Needs Attention
13877.0,2011-09-14 15:49:00,3,449.68,86,3,3,2,332,8,Needs Attention
13878.0,2011-10-16 12:19:00,4,2473.06,55,4,3,4,434,11,Loyal Customer
13879.0,2010-03-04 10:49:00,1,395.5,646,1,1,2,112,4,At Risk
13880.0,2011-11-18 13:44:00,17,4391.66,21,4,5,5,455,14,Top Customer
13881.0,2011-12-06 12:50:00,43,45179.1,4,5,5,5,555,15,Top Customer
13882.0,2011-12-07 11:16:00,5,1191.13,3,5,4,3,543,12,Loyal Customer
13883.0,2011-11-29 10:45:00,15,6560.02,11,5,5,5,555,15,Top Customer
13884.0,2011-12-02 16:30:00,10,1888.48,7,5,5,4,554,14,Top Customer
13885.0,2011-06-03 15:07:00,2,506.8,189,3,2,2,322,7,Needs Attention
13886.0,2011-09-29 13:17:00,1,243.56,71,3,1,1,311,5,Needs Attention
13887.0,2011-05-19 17:22:00,1,349.55,204,2,1,2,212,5,Needs Attention
13888.0,2011-08-12 10:13:00,7,2169.05,120,3,4,4,344,11,Loyal Customer
13889.0,2011-09-08 09:13:00,6,1991.23,93,3,4,4,344,11,Loyal Customer
13890.0,2011-12-08 15:36:00,14,2927.38,1,5,5,4,554,14,Top Customer
13891.0,2010-11-26 15:57:00,3,863.5600000000001,378,2,3,3,233,8,Needs Attention
13892.0,2011-11-13 11:50:00,6,1267.6499999999999,27,4,4,4,444,12,Loyal Customer
13893.0,2011-02-15 11:30:00,1,821.1,298,2,1,3,213,6,Needs Attention
13894.0,2011-11-16 09:44:00,3,564.62,24,4,3,2,432,9,Loyal Customer
13895.0,2011-11-11 16:57:00,6,4008.52,28,4,4,5,445,13,Top Customer
13896.0,2010-03-24 08:55:00,1,388.55,626,1,1,2,112,4,At Risk
13897.0,2011-10-20 14:30:00,3,1160.72,50,4,3,3,433,10,Loyal Customer
13898.0,2011-01-18 10:28:00,2,686.4,326,2,2,3,223,7,Needs Attention
13899.0,2011-11-23 13:40:00,2,388.52,16,5,2,2,522,9,Loyal Customer
13900.0,2011-06-09 19:26:00,6,1610.59,183,3,4,4,344,11,Loyal Customer
13901.0,2011-09-28 14:48:00,15,5676.34,72,3,5,5,355,13,Top Customer
13902.0,2010-03-17 13:09:00,5,34095.26,632,1,4,5,145,10,Loyal Customer
13903.0,2010-11-04 17:44:00,1,165.45000000000002,400,2,1,1,211,4,At Risk
13904.0,2011-11-02 13:41:00,2,332.64,37,4,2,2,422,8,Needs Attention
13905.0,2009-12-07 11:41:00,1,312.65000000000003,733,1,1,2,112,4,At Risk
13906.0,2010-10-26 15:00:00,1,42.0,409,2,1,1,211,4,At Risk
13907.0,2010-01-17 12:22:00,1,136.8,692,1,1,1,111,3,At Risk
13908.0,2011-09-21 11:49:00,4,2369.55,80,3,3,4,334,10,Loyal Customer
13909.0,2010-10-12 17:22:00,2,286.6,423,1,2,1,121,4,At Risk
13911.0,2011-10-13 15:43:00,20,4234.99,57,4,5,5,455,14,Top Customer
13912.0,2010-10-12 08:43:00,1,124.95,424,1,1,1,111,3,At Risk
13913.0,2010-07-21 10:11:00,1,42.22,507,1,1,1,111,3,At Risk
13914.0,2011-11-28 10:35:00,2,626.45,12,5,2,3,523,10,Loyal Customer
13915.0,2010-11-10 15:17:00,1,70.80000000000001,394,2,1,1,211,4,At Risk
13916.0,2010-09-02 10:04:00,4,1275.81,464,1,3,4,134,8,Needs Attention
13917.0,2011-10-21 09:56:00,2,272.04,50,4,2,1,421,7,Needs Attention
13918.0,2011-10-21 12:25:00,2,1212.8400000000001,50,4,2,3,423,9,Loyal Customer
13919.0,2011-10-11 14:24:00,4,1360.68,59,4,3,4,434,11,Loyal Customer
13920.0,2010-10-04 12:37:00,4,1774.68,432,1,3,4,134,8,Needs Attention
13921.0,2010-11-02 16:32:00,4,730.7,402,2,3,3,233,8,Needs Attention
13922.0,2010-12-23 10:38:00,3,865.2,352,2,3,3,233,8,Needs Attention
13923.0,2011-10-17 12:33:00,1,351.13,54,4,1,2,412,7,Needs Attention
13924.0,2011-12-08 09:39:00,6,1838.8500000000001,2,5,4,4,544,13,Top Customer
13925.0,2011-09-08 12:47:00,4,678.25,93,3,3,3,333,9,Loyal Customer
13926.0,2011-11-16 13:16:00,1,223.85000000000002,23,4,1,1,411,6,Needs Attention
13927.0,2011-09-26 12:00:00,2,708.26,75,3,2,3,323,8,Needs Attention
13928.0,2011-11-29 10:33:00,4,464.57,11,5,3,2,532,10,Loyal Customer
13929.0,2011-06-23 15:26:00,11,3494.1,169,3,5,5,355,13,Top Customer
13930.0,2011-10-13 09:45:00,2,337.34,58,4,2,2,422,8,Needs Attention
13931.0,2011-09-05 10:12:00,11,5257.38,96,3,5,5,355,13,Top Customer
13932.0,2011-02-18 12:02:00,1,307.4,295,2,1,2,212,5,Needs Attention
13933.0,2011-08-22 14:03:00,2,608.7900000000001,109,3,2,2,322,7,Needs Attention
13934.0,2011-03-21 08:39:00,1,922.1,264,2,1,3,213,6,Needs Attention
13935.0,2010-04-22 11:21:00,3,6116.92,597,1,3,5,135,9,Loyal Customer
13936.0,2011-06-13 08:47:00,3,939.66,180,3,3,3,333,9,Loyal Customer
13937.0,2011-06-23 16:35:00,2,880.13,169,3,2,3,323,8,Needs Attention
13938.0,2011-11-04 14:37:00,1,71.66,35,4,1,1,411,6,Needs Attention
13939.0,2011-11-16 13:33:00,7,1560.96,23,4,4,4,444,12,Loyal Customer
13940.0,2011-11-22 15:15:00,4,839.14,17,5,3,3,533,11,Loyal Customer
13941.0,2011-11-18 09:43:00,15,11122.300000000001,22,4,5,5,455,14,Top Customer
13942.0,2010-06-23 12:35:00,1,320.0,535,1,1,2,112,4,At Risk
13943.0,2010-05-11 11:30:00,1,246.54,578,1,1,1,111,3,At Risk
13944.0,2010-02-24 15:02:00,1,200.43,653,1,1,1,111,3,At Risk
13945.0,2010-11-10 10:00:00,2,854.15,395,2,2,3,223,7,Needs Attention
13946.0,2011-09-21 13:33:00,6,1876.23,79,3,4,4,344,11,Loyal Customer
13947.0,2011-10-05 14:42:00,1,90.6,65,3,1,1,311,5,Needs Attention
13948.0,2010-12-14 10:18:00,4,548.76,361,2,3,2,232,7,Needs Attention
13949.0,2011-12-07 09:35:00,6,2427.32,3,5,4,4,544,13,Top Customer
13950.0,2011-11-28 14:44:00,4,745.06,11,5,3,3,533,11,Loyal Customer
13951.0,2011-06-16 16:43:00,3,674.45,176,3,3,3,333,9,Loyal Customer
13952.0,2011-05-06 09:00:00,14,12823.521,218,2,5,5,255,12,Loyal Customer
13953.0,2011-12-02 16:04:00,12,6640.68,7,5,5,5,555,15,Top Customer
13954.0,2011-12-08 12:50:00,2,439.92,2,5,2,2,522,9,Loyal Customer
13955.0,2011-07-08 17:19:00,3,545.17,154,3,3,2,332,8,Needs Attention
13956.0,2011-12-04 13:20:00,5,1026.42,5,5,4,3,543,12,Loyal Customer
13957.0,2010-10-18 10:02:00,3,458.25,418,1,3,2,132,6,Needs Attention
13958.0,2010-11-25 10:11:00,8,4709.2300000000005,380,2,4,5,245,11,Loyal Customer
13959.0,2011-09-21 15:06:00,6,1076.18,79,3,4,3,343,10,Loyal Customer
13960.0,2011-11-18 15:27:00,2,230.22,21,4,2,1,421,7,Needs Attention
13961.0,2010-11-12 14:40:00,1,538.4,392,2,1,2,212,5,Needs Attention
13962.0,2011-11-18 08:47:00,3,362.8,22,4,3,2,432,9,Loyal Customer
13963.0,2011-02-04 14:43:00,17,3011.87,308,2,5,5,255,12,Loyal Customer
13964.0,2010-11-17 13:53:00,2,438.9,387,2,2,2,222,6,Needs Attention
13965.0,2010-08-20 10:40:00,3,996.61,477,1,3,3,133,7,Needs Attention
13966.0,2010-09-30 13:08:00,1,390.86,435,1,1,2,112,4,At Risk
13967.0,2011-07-17 12:02:00,2,166.3,146,3,2,1,321,6,Needs Attention
13968.0,2010-10-12 13:22:00,1,123.66,423,1,1,1,111,3,At Risk
13969.0,2011-12-02 15:11:00,35,13365.87,7,5,5,5,555,15,Top Customer
13970.0,2010-11-18 13:21:00,2,846.55,386,2,2,3,223,7,Needs Attention
13971.0,2011-11-21 12:06:00,14,4667.57,19,5,5,5,555,15,Top Customer
13972.0,2011-09-30 11:54:00,2,190.25,71,3,2,1,321,6,Needs Attention
13973.0,2011-02-25 15:21:00,1,264.7,287,2,1,1,211,4,At Risk
13974.0,2011-10-21 14:41:00,2,677.72,49,4,2,3,423,9,Loyal Customer
13975.0,2011-11-08 13:19:00,12,5358.84,31,4,5,5,455,14,Top Customer
13976.0,2011-05-17 09:13:00,4,1192.3600000000001,207,2,3,3,233,8,Needs Attention
13977.0,2010-10-24 14:08:00,1,519.8100000000001,411,1,1,2,112,4,At Risk
13978.0,2011-11-25 11:36:00,2,196.79000000000002,15,5,2,1,521,8,Needs Attention
13979.0,2011-09-27 13:32:00,7,3416.23,73,3,4,5,345,12,Loyal Customer
13980.0,2011-10-10 13:34:00,5,799.92,60,3,4,3,343,10,Loyal Customer
13981.0,2010-10-20 10:03:00,1,331.14,416,1,1,2,112,4,At Risk
13982.0,2011-10-31 16:24:00,9,4445.59,39,4,5,5,455,14,Top Customer
13983.0,2011-11-10 11:06:00,21,7108.45,30,4,5,5,455,14,Top Customer
13984.0,2011-11-13 12:38:00,12,2048.6,27,4,5,4,454,13,Top Customer
13985.0,2011-12-05 17:06:00,22,10020.86,4,5,5,5,555,15,Top Customer
13986.0,2011-11-22 15:00:00,1,320.46,17,5,1,2,512,8,Needs Attention
13987.0,2010-11-25 10:20:00,2,682.54,380,2,2,3,223,7,Needs Attention
13988.0,2011-11-20 10:15:00,8,4757.8,20,4,4,5,445,13,Top Customer
13989.0,2011-10-05 09:47:00,5,2026.06,66,3,4,4,344,11,Loyal Customer
13990.0,2011-05-10 15:19:00,1,311.3,213,2,1,2,212,5,Needs Attention
13991.0,2011-11-27 16:18:00,6,855.97,12,5,4,3,543,12,Loyal Customer
13992.0,2011-11-09 15:23:00,3,219.5,30,4,3,1,431,8,Needs Attention
13993.0,2011-10-28 09:06:00,19,6775.71,43,4,5,5,455,14,Top Customer
13994.0,2011-12-06 11:05:00,6,2313.14,4,5,4,4,544,13,Top Customer
13995.0,2011-11-24 14:22:00,14,3902.01,15,5,5,5,555,15,Top Customer
13996.0,2010-11-18 16:27:00,2,895.7600000000001,386,2,2,3,223,7,Needs Attention
13997.0,2010-07-08 18:06:00,3,382.31,519,1,3,2,132,6,Needs Attention
13998.0,2010-09-19 10:20:00,3,566.7,447,1,3,2,132,6,Needs Attention
13999.0,2011-11-29 13:40:00,29,9502.26,10,5,5,5,555,15,Top Customer
14000.0,2011-05-12 16:50:00,5,2046.3400000000001,211,2,4,4,244,10,Loyal Customer
14001.0,2011-10-25 10:31:00,9,4530.09,46,4,5,5,455,14,Top Customer
14002.0,2011-07-28 15:55:00,2,529.73,134,3,2,2,322,7,Needs Attention
14003.0,2009-12-07 08:53:00,1,209.41,733,1,1,1,111,3,At Risk
14004.0,2011-10-27 14:40:00,11,6258.45,43,4,5,5,455,14,Top Customer
14005.0,2011-11-30 12:41:00,5,2874.72,10,5,4,4,544,13,Top Customer
14006.0,2011-08-16 09:39:00,7,2196.67,116,3,4,4,344,11,Loyal Customer
14007.0,2010-07-15 09:06:00,1,79.48,513,1,1,1,111,3,At Risk
14008.0,2010-10-03 13:09:00,1,509.04,432,1,1,2,112,4,At Risk
14009.0,2011-05-25 15:47:00,3,1099.91,198,2,3,3,233,8,Needs Attention
14010.0,2010-05-23 13:00:00,2,445.15,565,1,2,2,122,5,Needs Attention
14011.0,2010-08-16 15:31:00,2,457.82,480,1,2,2,122,5,Needs Attention
14012.0,2011-03-07 12:26:00,1,328.8,278,2,1,2,212,5,Needs Attention
14013.0,2011-08-21 15:01:00,5,1084.57,110,3,4,3,343,10,Loyal Customer
14014.0,2011-09-23 13:18:00,3,1948.21,77,3,3,4,334,10,Loyal Customer
14015.0,2011-10-18 10:02:00,1,917.34,53,4,1,3,413,8,Needs Attention
14016.0,2011-07-01 11:29:00,11,11403.41,162,3,5,5,355,13,Top Customer
14017.0,2010-05-17 14:52:00,1,229.75,571,1,1,1,111,3,At Risk
14018.0,2010-03-04 14:23:00,1,367.15000000000003,645,1,1,2,112,4,At Risk
14019.0,2011-10-24 10:13:00,3,1421.61,47,4,3,4,434,11,Loyal Customer
14020.0,2011-11-23 09:22:00,4,1249.01,17,5,3,4,534,12,Loyal Customer
14021.0,2011-07-07 15:46:00,7,1716.58,155,3,4,4,344,11,Loyal Customer
14022.0,2011-04-28 14:39:00,2,792.15,225,2,2,3,223,7,Needs Attention
14023.0,2011-12-02 13:58:00,2,584.07,7,5,2,2,522,9,Loyal Customer
14024.0,2011-08-10 11:30:00,3,645.74,122,3,3,3,333,9,Loyal Customer
14025.0,2010-09-01 10:11:00,8,4057.9,465,1,4,5,145,10,Loyal Customer
14026.0,2010-08-26 10:31:00,2,713.11,471,1,2,3,123,6,Needs Attention
14027.0,2011-10-10 09:01:00,1,104.82,61,3,1,1,311,5,Needs Attention
14028.0,2010-06-07 13:33:00,3,10396.5,550,1,3,5,135,9,Loyal Customer
14029.0,2011-10-07 14:46:00,2,467.66,63,3,2,2,322,7,Needs Attention
14030.0,2011-11-21 16:48:00,20,8262.29,18,5,5,5,555,15,Top Customer
14031.0,2011-12-02 17:13:00,44,40999.17,7,5,5,5,555,15,Top Customer
14032.0,2011-12-07 15:23:00,16,4850.2699999999995,2,5,5,5,555,15,Top Customer
14033.0,2010-06-02 15:10:00,1,109.44,555,1,1,1,111,3,At Risk
14034.0,2011-11-17 14:02:00,3,651.82,22,4,3,3,433,10,Loyal Customer
14035.0,2011-11-11 10:03:00,9,2856.72,29,4,5,4,454,13,Top Customer
14036.0,2011-02-28 09:26:00,1,626.65,285,2,1,3,213,6,Needs Attention
14037.0,2011-06-16 13:57:00,6,836.95,176,3,4,3,343,10,Loyal Customer
14038.0,2011-09-22 13:37:00,5,3069.88,78,3,4,5,345,12,Loyal Customer
14039.0,2011-11-06 13:48:00,2,267.28000000000003,33,4,2,1,421,7,Needs Attention
14040.0,2011-10-30 12:42:00,35,12645.57,41,4,5,5,455,14,Top Customer
14041.0,2011-03-18 13:25:00,1,141.41,266,2,1,1,211,4,At Risk
14042.0,2009-12-14 15:07:00,1,431.98,725,1,1,2,112,4,At Risk
14043.0,2010-08-05 18:18:00,2,304.25,491,1,2,2,122,5,Needs Attention
14044.0,2011-11-13 12:05:00,10,3123.1,27,4,5,5,455,14,Top Customer
14045.0,2011-08-22 15:27:00,16,11313.029999999999,109,3,5,5,355,13,Top Customer
14046.0,2011-02-28 14:48:00,1,154.99,284,2,1,1,211,4,At Risk
14047.0,2011-12-01 11:43:00,14,4255.03,9,5,5,5,555,15,Top Customer
14048.0,2011-02-07 14:53:00,3,748.69,305,2,3,3,233,8,Needs Attention
14049.0,2011-11-23 12:20:00,13,13239.03,17,5,5,5,555,15,Top Customer
14050.0,2011-11-08 10:00:00,2,746.36,32,4,2,3,423,9,Loyal Customer
14051.0,2011-12-09 10:20:00,37,22434.0,1,5,5,5,555,15,Top Customer
14052.0,2011-11-20 12:30:00,2,480.81,20,4,2,2,422,8,Needs Attention
14053.0,2011-08-07 14:27:00,4,572.3,124,3,3,2,332,8,Needs Attention
14054.0,2011-10-05 15:49:00,1,92.46,65,3,1,1,311,5,Needs Attention
14055.0,2011-08-25 15:04:00,3,1520.96,106,3,3,4,334,10,Loyal Customer
14056.0,2011-12-08 13:36:00,23,8214.65,1,5,5,5,555,15,Top Customer
14057.0,2011-11-16 10:32:00,22,8408.84,24,4,5,5,455,14,Top Customer
14058.0,2010-09-03 09:31:00,2,469.19,463,1,2,2,122,5,Needs Attention
14059.0,2011-03-18 10:06:00,1,183.6,267,2,1,1,211,4,At Risk
14060.0,2011-12-05 12:29:00,30,9519.08,5,5,5,5,555,15,Top Customer
14061.0,2010-07-20 17:22:00,3,917.43,507,1,3,3,133,7,Needs Attention
14062.0,2011-11-30 10:04:00,24,25604.2,10,5,5,5,555,15,Top Customer
14063.0,2010-09-27 16:18:00,9,22710.2,438,1,5,5,155,11,Loyal Customer
14064.0,2011-11-10 13:14:00,15,3332.42,29,4,5,5,455,14,Top Customer
14065.0,2010-11-15 16:13:00,3,891.02,389,2,3,3,233,8,Needs Attention
14066.0,2011-03-18 12:21:00,1,152.55,267,2,1,1,211,4,At Risk
14067.0,2011-10-07 10:21:00,2,374.7,64,3,2,2,322,7,Needs Attention
14068.0,2011-01-23 16:02:00,4,1528.3700000000001,320,2,3,4,234,9,Loyal Customer
14069.0,2010-07-13 12:12:00,2,230.06,515,1,2,1,121,4,At Risk
14070.0,2010-01-24 12:27:00,1,326.55,685,1,1,2,112,4,At Risk
14071.0,2011-12-06 12:27:00,8,1438.82,4,5,4,4,544,13,Top Customer
14072.0,2010-02-11 12:31:00,1,390.85,667,1,1,2,112,4,At Risk
14073.0,2011-11-07 15:49:00,1,151.04,32,4,1,1,411,6,Needs Attention
14074.0,2010-03-26 13:55:00,1,219.4,623,1,1,1,111,3,At Risk
14075.0,2011-12-05 08:38:00,6,1734.87,5,5,4,4,544,13,Top Customer
14076.0,2011-08-02 15:19:00,1,122.47,129,3,1,1,311,5,Needs Attention
14077.0,2011-10-30 12:35:00,6,615.08,41,4,4,2,442,10,Loyal Customer
14078.0,2011-08-30 12:16:00,9,1692.6299999999999,102,3,5,4,354,12,Loyal Customer
14079.0,2011-08-07 12:10:00,2,618.73,125,3,2,3,323,8,Needs Attention
14080.0,2011-11-07 11:09:00,5,1115.68,33,4,4,3,443,11,Loyal Customer
14081.0,2011-02-10 16:17:00,10,5370.1,302,2,5,5,255,12,Loyal Customer
14082.0,2010-12-10 11:02:00,2,413.36,365,2,2,2,222,6,Needs Attention
14083.0,2011-12-05 13:14:00,11,1407.26,4,5,5,4,554,14,Top Customer
14084.0,2010-07-15 14:36:00,1,150.5,512,1,1,1,111,3,At Risk
14085.0,2011-12-07 13:46:00,33,10104.97,2,5,5,5,555,15,Top Customer
14086.0,2010-09-03 10:52:00,1,39.95,463,1,1,1,111,3,At Risk
14087.0,2011-12-07 12:41:00,3,846.22,3,5,3,3,533,11,Loyal Customer
14088.0,2011-11-29 16:16:00,16,64036.8,10,5,5,5,555,15,Top Customer
14089.0,2011-10-14 10:38:00,1,161.0,57,4,1,1,411,6,Needs Attention
14090.0,2011-01-19 10:51:00,1,76.32000000000001,325,2,1,1,211,4,At Risk
14091.0,2010-02-23 15:17:00,2,9530.08,654,1,2,5,125,8,Needs Attention
14092.0,2011-12-02 12:13:00,24,7229.45,8,5,5,5,555,15,Top Customer
14093.0,2011-11-27 16:27:00,1,442.85,12,5,1,2,512,8,Needs Attention
14094.0,2010-09-26 11:58:00,1,335.22,440,1,1,2,112,4,At Risk
14095.0,2009-12-17 12:49:00,1,2.95,723,1,1,1,111,3,At Risk
14096.0,2011-12-05 17:17:00,17,65164.79,4,5,5,5,555,15,Top Customer
14097.0,2010-08-15 14:20:00,2,422.86,481,1,2,2,122,5,Needs Attention
14098.0,2011-11-03 10:13:00,1,147.35,37,4,1,1,411,6,Needs Attention
14099.0,2011-11-23 13:53:00,20,5765.71,16,5,5,5,555,15,Top Customer
14100.0,2011-07-25 11:01:00,1,194.9,138,3,1,1,311,5,Needs Attention
14101.0,2011-09-27 12:28:00,13,9961.93,74,3,5,5,355,13,Top Customer
14102.0,2011-12-04 15:38:00,5,1360.28,5,5,4,4,544,13,Top Customer
14104.0,2011-07-08 12:50:00,5,771.58,155,3,4,3,343,10,Loyal Customer
14105.0,2011-04-14 17:58:00,5,5988.83,239,2,4,5,245,11,Loyal Customer
14106.0,2009-12-02 14:09:00,1,214.79999999999998,737,1,1,1,111,3,At Risk
14107.0,2011-10-19 12:12:00,11,4877.3,52,4,5,5,455,14,Top Customer
14108.0,2011-11-09 10:41:00,4,1044.96,31,4,3,3,433,10,Loyal Customer
14109.0,2011-09-28 10:18:00,1,144.2,73,3,1,1,311,5,Needs Attention
14110.0,2011-12-06 12:26:00,33,12987.95,4,5,5,5,555,15,Top Customer
14111.0,2011-11-25 13:44:00,4,692.85,14,5,3,3,533,11,Loyal Customer
14112.0,2011-11-17 12:30:00,13,5834.59,23,4,5,5,455,14,Top Customer
14113.0,2011-12-06 12:18:00,16,7092.610000000001,4,5,5,5,555,15,Top Customer
14114.0,2011-03-11 09:42:00,7,1364.09,274,2,4,4,244,10,Loyal Customer
14115.0,2010-07-26 12:36:00,2,622.6700000000001,502,1,2,3,123,6,Needs Attention
14116.0,2011-11-20 10:29:00,5,1382.74,20,4,4,4,444,12,Loyal Customer
14117.0,2011-07-19 09:49:00,1,90.0,144,3,1,1,311,5,Needs Attention
14118.0,2010-10-07 11:59:00,1,458.45,429,1,1,2,112,4,At Risk
14119.0,2010-11-29 10:33:00,2,183.37,376,2,2,1,221,5,Needs Attention
14121.0,2011-12-06 12:19:00,4,2780.15,4,5,3,4,534,12,Loyal Customer
14122.0,2010-10-29 15:11:00,3,362.42,406,2,3,2,232,7,Needs Attention
14123.0,2009-12-06 15:35:00,1,436.18,733,1,1,2,112,4,At Risk
14124.0,2011-09-16 13:32:00,1,419.58,84,3,1,2,312,6,Needs Attention
14125.0,2011-11-29 12:47:00,3,2740.43,11,5,3,4,534,12,Loyal Customer
14126.0,2011-12-02 11:45:00,4,1172.46,8,5,3,3,533,11,Loyal Customer
14127.0,2011-08-09 10:49:00,6,1900.0800000000002,123,3,4,4,344,11,Loyal Customer
14128.0,2011-10-10 12:00:00,3,924.21,61,3,3,3,333,9,Loyal Customer
14129.0,2011-12-08 11:02:00,9,2591.34,2,5,5,4,554,14,Top Customer
14130.0,2011-01-24 16:05:00,4,1882.67,319,2,3,4,234,9,Loyal Customer
14131.0,2010-03-01 11:59:00,1,187.87,649,1,1,1,111,3,At Risk
14132.0,2011-12-07 13:35:00,11,3586.0299999999997,2,5,5,5,555,15,Top Customer
14133.0,2011-08-02 11:34:00,4,911.14,130,3,3,3,333,9,Loyal Customer
14134.0,2010-11-22 12:26:00,15,11123.35,383,2,5,5,255,12,Loyal Customer
14135.0,2011-12-08 11:38:00,24,9643.92,2,5,5,5,555,15,Top Customer
14136.0,2010-11-04 11:53:00,5,1570.81,401,2,4,4,244,10,Loyal Customer
14137.0,2010-01-13 12:30:00,1,332.7,696,1,1,2,112,4,At Risk
14138.0,2011-12-08 12:44:00,2,982.3800000000001,2,5,2,3,523,10,Loyal Customer
14139.0,2011-10-24 13:34:00,4,1086.8,46,4,3,3,433,10,Loyal Customer
14140.0,2011-12-06 09:05:00,2,935.05,4,5,2,3,523,10,Loyal Customer
14141.0,2011-12-07 09:53:00,4,915.1300000000001,3,5,3,3,533,11,Loyal Customer
14142.0,2010-12-01 16:33:00,2,983.15,373,2,2,3,223,7,Needs Attention
14143.0,2011-07-29 09:48:00,1,115.8,134,3,1,1,311,5,Needs Attention
14144.0,2010-08-10 15:17:00,1,30.599999999999998,486,1,1,1,111,3,At Risk
14145.0,2011-10-24 12:10:00,7,7600.05,47,4,4,5,445,13,Top Customer
14146.0,2011-12-01 10:18:00,12,9450.3,9,5,5,5,555,15,Top Customer
14147.0,2011-09-22 18:10:00,9,2590.2,78,3,5,4,354,12,Loyal Customer
14148.0,2011-04-20 12:02:00,2,466.29,234,2,2,2,222,6,Needs Attention
14149.0,2011-05-03 09:44:00,1,446.62,221,2,1,2,212,5,Needs Attention
14150.0,2011-11-04 10:05:00,2,658.64,36,4,2,3,423,9,Loyal Customer
14151.0,2010-02-04 15:35:00,2,679.45,673,1,2,3,123,6,Needs Attention
14152.0,2011-09-25 12:54:00,7,1997.34,75,3,4,4,344,11,Loyal Customer
14153.0,2010-08-13 14:35:00,1,233.4,483,1,1,1,111,3,At Risk
14154.0,2011-04-14 16:26:00,8,6460.7,239,2,4,5,245,11,Loyal Customer
14155.0,2011-03-18 14:13:00,1,118.75,266,2,1,1,211,4,At Risk
14156.0,2011-11-30 10:54:00,156,313946.37,10,5,5,5,555,15,Top Customer
14157.0,2011-11-20 11:32:00,5,1002.7800000000001,20,4,4,3,443,11,Loyal Customer
14158.0,2011-10-30 15:08:00,1,507.66,40,4,1,2,412,7,Needs Attention
14159.0,2011-11-20 12:36:00,20,7938.01,20,4,5,5,455,14,Top Customer
14160.0,2010-04-08 14:30:00,7,8421.47,610,1,4,5,145,10,Loyal Customer
14161.0,2011-05-08 11:41:00,7,3318.88,216,2,4,5,245,11,Loyal Customer
14162.0,2011-06-19 11:36:00,2,289.36,174,3,2,1,321,6,Needs Attention
14163.0,2011-09-13 15:18:00,5,2594.62,87,3,4,4,344,11,Loyal Customer
14164.0,2011-09-30 12:24:00,2,1631.77,71,3,2,4,324,9,Loyal Customer
14165.0,2011-03-09 12:39:00,1,122.53999999999999,276,2,1,1,211,4,At Risk
14166.0,2010-07-22 19:42:00,2,256.85,505,1,2,1,121,4,At Risk
14167.0,2011-10-31 14:29:00,8,1296.49,39,4,4,4,444,12,Loyal Customer
14168.0,2010-10-15 10:49:00,2,370.45,421,1,2,2,122,5,Needs Attention
14169.0,2010-10-05 08:45:00,2,624.4300000000001,431,1,2,3,123,6,Needs Attention
14170.0,2010-11-29 13:10:00,3,597.33,375,2,3,2,232,7,Needs Attention
14171.0,2011-09-02 16:43:00,2,498.79,98,3,2,2,322,7,Needs Attention
14172.0,2010-04-13 13:26:00,3,402.71999999999997,605,1,3,2,132,6,Needs Attention
14173.0,2011-11-29 11:54:00,6,586.0,11,5,4,2,542,11,Loyal Customer
14174.0,2011-11-06 13:17:00,1,134.46,33,4,1,1,411,6,Needs Attention
14175.0,2011-10-11 11:55:00,8,7678.88,60,3,4,5,345,12,Loyal Customer
14176.0,2011-02-15 13:12:00,5,916.01,297,2,4,3,243,9,Loyal Customer
14177.0,2011-09-14 15:11:00,13,2229.34,86,3,5,4,354,12,Loyal Customer
14178.0,2011-12-01 12:01:00,7,1620.93,9,5,4,4,544,13,Top Customer
14179.0,2011-10-30 12:07:00,2,719.78,41,4,2,3,423,9,Loyal Customer
14180.0,2011-11-29 10:56:00,33,6319.25,11,5,5,5,555,15,Top Customer
14181.0,2010-10-25 08:27:00,2,310.55,411,1,2,2,122,5,Needs Attention
14182.0,2010-09-22 11:45:00,4,678.77,444,1,3,3,133,7,Needs Attention
14183.0,2010-10-24 14:45:00,2,286.29,411,1,2,1,121,4,At Risk
14184.0,2011-10-04 12:43:00,1,452.89,67,3,1,2,312,6,Needs Attention
14185.0,2011-01-12 13:52:00,1,197.65,331,2,1,1,211,4,At Risk
14186.0,2010-10-08 13:30:00,5,1550.63,427,1,4,4,144,9,Loyal Customer
14187.0,2010-08-23 12:06:00,1,123.5,474,1,1,1,111,3,At Risk
14188.0,2011-11-09 12:45:00,6,2054.36,31,4,4,4,444,12,Loyal Customer
14189.0,2011-12-07 15:55:00,16,5814.39,2,5,5,5,555,15,Top Customer
14190.0,2010-02-11 14:27:00,1,79.9,666,1,1,1,111,3,At Risk
14191.0,2011-12-08 09:23:00,15,4817.66,2,5,5,5,555,15,Top Customer
14192.0,2010-11-16 17:44:00,1,293.74,388,2,1,2,212,5,Needs Attention
14193.0,2011-10-03 09:34:00,3,1210.19,68,3,3,3,333,9,Loyal Customer
